:START_ID,:END_ID,:TYPE,doc_id,source,confidence:float
Paper:2603.09291,Method:denoisesplat,paper_proposes_method,arxiv:2603.09291,llm,1.0
Paper:2603.08997,Method:skipgs,paper_proposes_method,arxiv:2603.08997,llm,1.0
Method:skipgs,Dataset:mip-nerf 360,method_uses_dataset,arxiv:2603.08997,llm,1.0
Paper:2603.08313,Method:hdr-nsff,paper_proposes_method,arxiv:2603.08313,llm,1.0
Paper:2602.22731,Method:sapling-nerf,paper_proposes_method,arxiv:2602.22731,llm,1.0
Paper:2602.21645,Method:lieflow,paper_proposes_method,arxiv:2602.21645,llm,1.0
Paper:2602.20063,Method:spherical hermite maps,paper_proposes_method,arxiv:2602.20063,llm,1.0
Paper:2602.19916,Method:augmented radiance field,paper_proposes_method,arxiv:2602.19916,llm,1.0
Paper:2602.19916,Method:enhanced gaussian kernel,paper_proposes_method,arxiv:2602.19916,llm,1.0
Paper:2602.18886,Method:physconvex,paper_proposes_method,arxiv:2602.18886,llm,1.0
Paper:2602.18886,Method:boundary-driven dynamic convex representation,paper_proposes_method,arxiv:2602.18886,llm,1.0
Paper:2602.18886,Method:reduced-order convex simulation,paper_proposes_method,arxiv:2602.18886,llm,1.0
Paper:2602.18322,Method:luminance-gs++,paper_proposes_method,arxiv:2602.18322,llm,1.0
Paper:2602.18322,Method:view-adaptive curve adjustment,paper_proposes_method,arxiv:2602.18322,llm,1.0
Paper:2602.18322,Method:globally view-adaptive lightness adjustment,paper_proposes_method,arxiv:2602.18322,llm,1.0
Paper:2602.18322,Method:local pixel-wise residual refinement,paper_proposes_method,arxiv:2602.18322,llm,1.0
Paper:2602.16950,Method:hs-3d-nerf,paper_proposes_method,arxiv:2602.16950,llm,1.0
Paper:2602.16950,Method:hsi-sc-nerf,paper_proposes_method,arxiv:2602.16950,llm,1.0
Paper:2602.16950,Method:two-stage training protocol,paper_proposes_method,arxiv:2602.16950,llm,1.0
Paper:2602.16337,Method:subtractive modulative network,paper_proposes_method,arxiv:2602.16337,llm,1.0
Paper:2602.16337,Method:smn,paper_proposes_method,arxiv:2602.16337,llm,1.0
Paper:2602.15775,Method:nerfscopy,paper_proposes_method,arxiv:2602.15775,llm,1.0
Paper:2602.06488,Method:occlusion-aware polarization mechanism,paper_proposes_method,arxiv:2602.06488,llm,1.0
Paper:2602.05822,Method:nvs-ho,paper_proposes_method,arxiv:2602.05822,llm,1.0
Paper:2602.05423,Method:nevstereo,paper_proposes_method,arxiv:2602.05423,llm,1.0
Paper:2602.05321,Method:wid3r,paper_proposes_method,arxiv:2602.05321,llm,1.0
Paper:2602.03327,Method:pi-gs,paper_proposes_method,arxiv:2602.03327,llm,1.0
Method:pi-gs,Dataset:tanks and temples,method_uses_dataset,arxiv:2602.03327,llm,1.0
Method:pi-gs,Dataset:llff,method_uses_dataset,arxiv:2602.03327,llm,1.0
Method:pi-gs,Dataset:dtu,method_uses_dataset,arxiv:2602.03327,llm,1.0
Paper:2602.10943,Method:generalizable neural radiance field,paper_proposes_method,arxiv:2602.10943,llm,1.0
Paper:2602.08724,Method:rotlight,paper_proposes_method,arxiv:2602.08724,llm,1.0
Paper:2602.08029,Method:pi-def,paper_proposes_method,arxiv:2602.08029,llm,1.0
Paper:2601.23065,Method:eag-pt,paper_proposes_method,arxiv:2601.23065,llm,1.0
Paper:2601.22808,Method:diachronic stereo matching,paper_proposes_method,arxiv:2601.22808,llm,1.0
Method:monster,Dataset:kitti,method_uses_dataset,arxiv:2601.22808,llm,1.0
Paper:2601.21421,Method:sparse voxel rasterization (svraster),paper_proposes_method,arxiv:2601.21421,llm,1.0
Paper:2601.20857,Method:freefix,paper_proposes_method,arxiv:2601.20857,llm,1.0
Paper:2602.16713,Method:gs-enabled digital twin method,paper_proposes_method,arxiv:2602.16713,llm,1.0
Paper:2601.15951,Method:evolsplat4d,paper_proposes_method,arxiv:2601.15951,llm,1.0
Method:evolsplat4d,Dataset:kitti-360,method_uses_dataset,arxiv:2601.15951,llm,1.0
Method:evolsplat4d,Dataset:kitti,method_uses_dataset,arxiv:2601.15951,llm,1.0
Paper:2601.15475,Method:deblurring hdr nerf,paper_proposes_method,arxiv:2601.15475,llm,1.0
Paper:2601.14875,Method:gat-nerf,paper_proposes_method,arxiv:2601.14875,llm,1.0
Paper:2601.14821,Method:potr,paper_proposes_method,arxiv:2601.14821,llm,1.0
Paper:2601.12823,Method:treedgs,paper_proposes_method,arxiv:2601.12823,llm,1.0
Paper:2601.19753,Method:waterclear-gs,paper_proposes_method,arxiv:2601.19753,llm,1.0
Paper:2601.18849,Method:blink embedding,paper_proposes_method,arxiv:2601.18849,llm,1.0
Paper:2601.18849,Method:hash grid landmarks encoding,paper_proposes_method,arxiv:2601.18849,llm,1.0
Paper:2601.18849,Method:dynamic landmark transformer,paper_proposes_method,arxiv:2601.18849,llm,1.0
Paper:2601.17866,Method:mv-sam,paper_proposes_method,arxiv:2601.17866,llm,1.0
Method:mv-sam,Dataset:scannet++,method_uses_dataset,arxiv:2601.17866,llm,0.95
Paper:2601.17350,Method:nerf-mir,paper_proposes_method,arxiv:2601.17350,llm,1.0
Paper:2601.17350,Method:patch-based entropy for ray emitting (pere),paper_proposes_method,arxiv:2601.17350,llm,1.0
Paper:2601.17350,Method:progressively iterative restoration (pire),paper_proposes_method,arxiv:2601.17350,llm,1.0
Paper:2601.16487,Method:woundnerf,paper_proposes_method,arxiv:2601.16487,llm,1.0
Paper:2601.11030,Method:iddr-ngp,paper_proposes_method,arxiv:2601.11030,llm,1.0
Paper:2601.11030,Method:lpips,paper_proposes_method,arxiv:2601.11030,llm,0.9
Paper:2601.11030,Method:mvcl,paper_proposes_method,arxiv:2601.11030,llm,0.95
Paper:1808.08378,Method:fusion++,paper_proposes_method,arxiv:1808.08378,llm,1.0
Paper:1811.00313,Method:convolutional recurrent predictor,paper_proposes_method,arxiv:1811.00313,llm,1.0
Paper:1805.08162,Method:videocapsulenet,paper_proposes_method,arxiv:1805.08162,llm,1.0
Paper:1805.08162,Method:capsule-pooling,paper_proposes_method,arxiv:1805.08162,llm,0.95
Paper:1906.03650,Method:factorized generative model for 3d shape generation,paper_proposes_method,arxiv:1906.03650,llm,1.0
Paper:1906.03650,Method:unsupervised primitive discovery algorithm,paper_proposes_method,arxiv:1906.03650,llm,1.0
Paper:1909.05736,Method:cvxnet,paper_proposes_method,arxiv:1909.05736,llm,1.0
Paper:1910.02527,Method:3d scene graph,paper_proposes_method,arxiv:1910.02527,llm,1.0
Paper:1910.02527,Method:semi-automatic 3d scene graph construction framework,paper_proposes_method,arxiv:1910.02527,llm,1.0
Paper:1911.05063,Method:kaolin,paper_proposes_method,arxiv:1911.05063,llm,1.0
Paper:1905.05172,Method:pixel-aligned implicit function,paper_proposes_method,arxiv:1905.05172,llm,1.0
Paper:1905.05172,Method:pifu,paper_proposes_method,arxiv:1905.05172,llm,1.0
Paper:1912.07109,Method:sdfdiff,paper_proposes_method,arxiv:1912.07109,llm,1.0
Paper:1806.04051,Method:3d conditional generative adversarial networks,paper_proposes_method,arxiv:1806.04051,llm,0.9
Paper:1806.04051,Method:3d generative adversarial network,paper_proposes_method,arxiv:1806.04051,llm,0.95
Paper:1806.04051,Method:multi-mask reconstruction loss,paper_proposes_method,arxiv:1806.04051,llm,1.0
Paper:1812.11440,Method:3d generative adversarial networks,paper_proposes_method,arxiv:1812.11440,llm,0.95
Paper:1808.01427,Method:structure-aware shape synthesis,paper_proposes_method,arxiv:1808.01427,llm,1.0
Paper:1808.01427,Method:structure-aware loss function,paper_proposes_method,arxiv:1808.01427,llm,0.9
Paper:1906.04910,Method:projective generative adversarial network (prgan),paper_proposes_method,arxiv:1906.04910,llm,1.0
Paper:1906.04910,Method:differentiable projection operators,paper_proposes_method,arxiv:1906.04910,llm,0.95
Paper:1902.03619,Method:decoupled 3d facial shape model,paper_proposes_method,arxiv:1902.03619,llm,1.0
Paper:1912.07372,Method:differentiable volumetric rendering,paper_proposes_method,arxiv:1912.07372,llm,1.0
Paper:1902.01275,Method:augmented autoencoder,paper_proposes_method,arxiv:1902.01275,llm,1.0
Paper:1908.05146,Method:directional tsdf,paper_proposes_method,arxiv:1908.05146,llm,1.0
Paper:1912.10787,Method:learned interpolation for 3d generation,paper_proposes_method,arxiv:1912.10787,llm,1.0
Paper:1910.11818,Method:3d diffusion heap maps (dhm),paper_proposes_method,arxiv:1910.11818,llm,1.0
Paper:1803.04345,Method:sparse 3d topological graphs,paper_proposes_method,arxiv:1803.04345,llm,0.99
Paper:1807.11034,Method:psdf fusion,paper_proposes_method,arxiv:1807.11034,llm,0.99
Paper:1807.11034,Method:probabilistic signed distance function,paper_proposes_method,arxiv:1807.11034,llm,0.99
Paper:1807.11034,Method:probabilistic sdf,paper_proposes_method,arxiv:1807.11034,llm,0.99
Paper:1807.11034,Method:psdf,paper_proposes_method,arxiv:1807.11034,llm,0.99
Paper:2012.13522,Method:generative voxelnet,paper_proposes_method,arxiv:2012.13522,llm,1.0
Paper:2011.14791,Method:neuralfusion,paper_proposes_method,arxiv:2011.14791,llm,1.0
Paper:2011.12490,Method:derf,paper_proposes_method,arxiv:2011.12490,llm,1.0
Paper:2008.04451,Method:grasping field,paper_proposes_method,arxiv:2008.04451,llm,1.0
Paper:2109.01129,Method:nerfingmvs,paper_proposes_method,arxiv:2109.01129,llm,1.0
Paper:2112.09061,Method:nerfgans,paper_proposes_method,arxiv:2112.09061,llm,1.0
Paper:1911.10414,Method:sign agnostic learning (sal),paper_proposes_method,arxiv:1911.10414,llm,1.0
Paper:2010.09378,Method:freetures,paper_proposes_method,arxiv:2010.09378,llm,1.0
Paper:2012.03065,Method:dynamic neural radiance fields (nerf),paper_proposes_method,arxiv:2012.03065,llm,1.0
Paper:2004.12697,Method:3d revolving structure axis estimation model,paper_proposes_method,arxiv:2004.12697,llm,1.0
Paper:2004.12697,Method:iterative corresponding points optimization algorithm,paper_proposes_method,arxiv:2004.12697,llm,1.0
Paper:2111.11215,Method:direct voxel grid optimization,paper_proposes_method,arxiv:2111.11215,llm,1.0
Paper:2112.05131,Method:plenoxels,paper_proposes_method,arxiv:2112.05131,llm,1.0
Paper:2112.05504,Method:bungeenerf,paper_proposes_method,arxiv:2112.05504,llm,1.0
Paper:2112.01517,Method:enerf,paper_proposes_method,arxiv:2112.01517,llm,1.0
Paper:2112.05140,Method:nerf-osr,paper_proposes_method,arxiv:2112.05140,llm,1.0
Paper:2012.08721,Method:deep multi-class pelvic bone segmentation network,paper_proposes_method,arxiv:2012.08721,llm,1.0
Paper:2012.08721,Method:sdf post-processing tool,paper_proposes_method,arxiv:2012.08721,llm,1.0
Paper:2011.12948,Method:deformable neural radiance fields,paper_proposes_method,arxiv:2011.12948,llm,1.0
Paper:2011.12948,Method:nerfies,paper_proposes_method,arxiv:2011.12948,llm,1.0
Paper:2011.12948,Method:coarse-to-fine optimization method for coordinate-based models,paper_proposes_method,arxiv:2011.12948,llm,1.0
Paper:2011.12948,Method:elastic regularization for nerf deformation fields,paper_proposes_method,arxiv:2011.12948,llm,1.0
Paper:2011.12948,Method:deformable nerf models,paper_proposes_method,arxiv:2011.12948,llm,1.0
Paper:2012.05551,Method:di-fusion,paper_proposes_method,arxiv:2012.05551,llm,1.0
Paper:2012.05551,Method:plivoxs,paper_proposes_method,arxiv:2012.05551,llm,1.0
Paper:2101.01602,Method:star,paper_proposes_method,arxiv:2101.01602,llm,1.0
Paper:2007.07013,Method:pose2rgbd,paper_proposes_method,arxiv:2007.07013,llm,1.0
Paper:2212.14704,Method:dream3d,paper_proposes_method,arxiv:2212.14704,llm,1.0
Paper:2212.04247,Method:editablenerf,paper_proposes_method,arxiv:2212.04247,llm,1.0
Paper:2211.14108,Method:3ddesigner,paper_proposes_method,arxiv:2211.14108,llm,1.0
Paper:2212.04492,Method:forge,paper_proposes_method,arxiv:2212.04492,llm,1.0
Paper:2212.08476,Method:steernerf,paper_proposes_method,arxiv:2212.08476,llm,1.0
Paper:2111.14292,Method:deblur-nerf,paper_proposes_method,arxiv:2111.14292,llm,1.0
Paper:2111.14292,Method:dsk,paper_proposes_method,arxiv:2111.14292,llm,1.0
Paper:2211.13251,Method:cgof++,paper_proposes_method,arxiv:2211.13251,llm,1.0
Paper:2212.14710,Method:nerf-gaze,paper_proposes_method,arxiv:2212.14710,llm,1.0
Paper:2212.00914,Method:qff,paper_proposes_method,arxiv:2212.00914,llm,1.0
Paper:2212.04823,Method:gazenerf,paper_proposes_method,arxiv:2212.04823,llm,1.0
Paper:2212.01959,Method:ingeo,paper_proposes_method,arxiv:2212.01959,llm,1.0
Paper:2109.02123,Method:stochastic neural radiance fields (s-nerf),paper_proposes_method,arxiv:2109.02123,llm,1.0
Paper:2111.09996,Method:lolnerf,paper_proposes_method,arxiv:2111.09996,llm,1.0
Paper:2112.02308,Method:mofanerf,paper_proposes_method,arxiv:2112.02308,llm,1.0
Paper:2112.02308,Method:morphable facial neural radiance field,paper_proposes_method,arxiv:2112.02308,llm,1.0
Paper:2109.15271,Method:TöRF,paper_proposes_method,arxiv:2109.15271,llm,1.0
Paper:2109.15271,Method:time-of-flight radiance fields,paper_proposes_method,arxiv:2109.15271,llm,1.0
Paper:2111.14451,Method:hdr-nerf,paper_proposes_method,arxiv:2111.14451,llm,1.0
Paper:2212.12871,Method:palettenerf,paper_proposes_method,arxiv:2212.12871,llm,1.0
Paper:2212.10950,Method:unikd,paper_proposes_method,arxiv:2212.10950,llm,1.0
Paper:2312.09913,Method:laenerf,paper_proposes_method,arxiv:2312.09913,llm,1.0
Paper:2312.13102,Method:specnerf,paper_proposes_method,arxiv:2312.13102,llm,1.0
Paper:2312.13102,Method:gaussian directional encoding,paper_proposes_method,arxiv:2312.13102,llm,1.0
Paper:2312.09228,Method:3dgs-avatar,paper_proposes_method,arxiv:2312.09228,llm,1.0
Paper:2312.09228,Method:deformable 3d gaussian splatting (d-3dgs),paper_proposes_method,arxiv:2312.09228,llm,1.0
Paper:2312.16084,Method:langsplat,paper_proposes_method,arxiv:2312.16084,llm,1.0
Paper:2312.16084,Method:3d language gaussian splatting,paper_proposes_method,arxiv:2312.16084,llm,1.0
Paper:2312.09743,Method:sls4d,paper_proposes_method,arxiv:2312.09743,llm,1.0
Paper:2312.09743,Method:sparse latent space,paper_proposes_method,arxiv:2312.09743,llm,1.0
Paper:2312.12122,Method:zs-srt,paper_proposes_method,arxiv:2312.12122,llm,1.0
Paper:2312.12122,Method:zero-shot super-resolution training framework for nerf,paper_proposes_method,arxiv:2312.12122,llm,1.0
Paper:2312.09558,Method:tt3d,paper_proposes_method,arxiv:2312.09558,llm,1.0
Paper:2312.15711,Method:neural bssrdf,paper_proposes_method,arxiv:2312.15711,llm,1.0
Paper:2312.09249,Method:zerorf,paper_proposes_method,arxiv:2312.09249,llm,1.0
Paper:2312.10422,Method:plane dictionary,paper_proposes_method,arxiv:2312.10422,llm,1.0
Paper:2312.10422,Method:planedict,paper_proposes_method,arxiv:2312.10422,llm,1.0
Paper:2312.13324,Method:showroom3d,paper_proposes_method,arxiv:2312.13324,llm,1.0
Paper:2312.12036,Method:lhmanip,paper_proposes_method,arxiv:2312.12036,llm,1.0
Paper:2312.15258,Method:human101,paper_proposes_method,arxiv:2312.15258,llm,1.0
Paper:2312.15258,Method:human-centric forward gaussian animation,paper_proposes_method,arxiv:2312.15258,llm,1.0
Paper:2412.06770,Method:dynamic eventnerf,paper_proposes_method,arxiv:2412.06770,llm,1.0
Paper:2411.19548,Method:recondreamer,paper_proposes_method,arxiv:2411.19548,llm,1.0
Paper:2411.19548,Method:driverestorer,paper_proposes_method,arxiv:2411.19548,llm,1.0
Paper:2411.19903,Method:continual-neural graphics primitives (c-ngp),paper_proposes_method,arxiv:2411.19903,llm,1.0
Method:continual-neural graphics primitives (c-ngp),Dataset:llff,method_uses_dataset,arxiv:2411.19903,llm,1.0
Paper:2412.00578,Method:speedy-splat,paper_proposes_method,arxiv:2412.00578,llm,1.0
Method:speedy-splat,Dataset:mip-nerf 360,method_uses_dataset,arxiv:2412.00578,llm,1.0
Paper:2412.15199,Method:lidar-rt,paper_proposes_method,arxiv:2412.15199,llm,1.0
Paper:2412.00518,Method:instant3dit,paper_proposes_method,arxiv:2412.00518,llm,1.0
Paper:2312.14664,Method:nerf-ensembles,paper_proposes_method,arxiv:2312.14664,llm,0.9
Paper:2412.06981,Method:diffreps,paper_proposes_method,arxiv:2412.06981,llm,0.95
Paper:2411.16816,Method:splatad,paper_proposes_method,arxiv:2411.16816,llm,0.95
Paper:2412.14579,Method:gsrender,paper_proposes_method,arxiv:2412.14579,llm,0.95
Paper:2412.14579,Method:ray compensation module,paper_proposes_method,arxiv:2412.14579,llm,0.9
Paper:2511.06408,Method:vdnerf,paper_proposes_method,arxiv:2511.06408,llm,1.0
Paper:2512.16893,Method:instant expressive gaussian head avatar,paper_proposes_method,arxiv:2512.16893,llm,1.0
Paper:2512.16893,Method:3d-aware expression distillation,paper_proposes_method,arxiv:2512.16893,llm,1.0
Paper:2512.12898,Method:queried-convolutions (qonvolutions),paper_proposes_method,arxiv:2512.12898,llm,1.0
Paper:2512.12898,Method:qonvolution neural networks (qnns),paper_proposes_method,arxiv:2512.12898,llm,1.0
Paper:2512.14095,Method:anchorhoi,paper_proposes_method,arxiv:2512.14095,llm,1.0
Paper:2512.20129,Method:dreamcrafter,paper_proposes_method,arxiv:2512.20129,llm,1.0
Paper:2412.11210,Method:vipocc,paper_proposes_method,arxiv:2412.11210,llm,1.0
Paper:2412.11210,Method:inverse depth alignment module,paper_proposes_method,arxiv:2412.11210,llm,1.0
Paper:2412.11210,Method:semantic-guided non-overlapping gaussian mixture sampler,paper_proposes_method,arxiv:2412.11210,llm,1.0
Method:vipocc,Dataset:kitti-360,method_uses_dataset,arxiv:2412.11210,llm,1.0
Method:vipocc,Dataset:kitti,method_uses_dataset,arxiv:2412.11210,llm,1.0
Paper:2412.00845,Method:saga,paper_proposes_method,arxiv:2412.00845,llm,1.0
Paper:2412.00845,Method:surface-aligned gaussian avatar,paper_proposes_method,arxiv:2412.00845,llm,1.0
Paper:2412.00845,Method:gaussian-mesh alignment regularization,paper_proposes_method,arxiv:2412.00845,llm,1.0
Paper:2412.01792,Method:ctrl-d,paper_proposes_method,arxiv:2412.01792,llm,1.0
